med_class,super_table_col_name,med_name,medication_id,med_name,med_name_generic,therapeutic_class,pharmacy_class,pharmacy_subclass,count_14,count_15,count_16,count_17,count_18,count_19,count_20,total
anti-infective,penicillins,"AMPICILLIN-SULB 1.5 G/NS 50ML MB PLUS""""",600015,"AMPICILLIN-SULB 1.5 G/NS 50ML MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillin Combinations,1349,1448,1677,2282,0,0,0,6756
anti-infective,cephalosporins,CEFEPIME IVPB,400104,CEFEPIME IVPB,NULL,NULL,NULL,NULL,410,1757,3046,1304,131,35,0,6683
anti-infective,lipopeptide,DAPTOMYCIN IVPB,900020,DAPTOMYCIN IVPB,NULL,NULL,NULL,NULL,284,600,781,1408,973,1881,598,6525
anti-infective,penicillins,"PIPERACIL-TAZO 4.5 G/NS 70 ML IVPB""""",600990,"PIPERACIL-TAZO 4.5 G/NS 70 ML IVPB""""",NULL,Anti-Infective Agents,Penicillins,Penicillin Combinations,0,0,0,2199,4215,0,0,6414
anti-infective,glycopeptide,"VANCOMYCIN 750MG/D5W 250ML MB PLUS""""",601048,"VANCOMYCIN 750MG/D5W 250ML MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,0,0,0,0,948,4043,1208,6199
anti-infective,tetracyclines,DOXYCYCLINE IVPB,400143,DOXYCYCLINE IVPB,NULL,NULL,NULL,NULL,1013,1214,1113,1632,1113,103,0,6188
anti-infective,glycopeptide,VANCOMYCIN IV > 1.5 G IN NS,900561,VANCOMYCIN IV > 1.5 G IN NS,NULL,NULL,NULL,NULL,1123,1147,757,929,424,1039,710,6129
anti-infective,antifungals,"FLUCONAZOLE IN SODIUM CHLORIDE 200-0.9 MG/100ML-% IV SOLN""""",10049,"FLUCONAZOLE IN SODIUM CHLORIDE 200-0.9 MG/100ML-% IV SOLN""""",Fluconazole in Sodium Chloride,Anti-Infective Agents,Antifungals,Imidazole-Related Antifungals,907,1094,791,938,1040,752,183,5705
anti-infective,cephalosporins,"CEFOXITIN 2 G/D5W 100ML MB PLUS""""",600027,"CEFOXITIN 2 G/D5W 100ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 2nd Generation,773,1105,814,1137,335,696,375,5235
anti-infective,cephalosporins,CEFTRIAXONE IVPB,400107,CEFTRIAXONE IVPB,NULL,NULL,NULL,NULL,20,3,1740,3087,123,19,0,4992
anti-infective,penicillins,PENICILLIN G POTASSIUM IV INFUSION,900050,PENICILLIN G POTASSIUM IV INFUSION,NULL,NULL,NULL,NULL,603,982,598,662,854,1008,222,4929
anti-infective,antiviral,ACYCLOVIR IVPB PATIENT 70-100 KG,400069,ACYCLOVIR IVPB PATIENT 70-100 KG,NULL,NULL,NULL,NULL,576,822,694,855,887,708,253,4795
anti-infective,cephalosporins,"CEFOXITIN 1 G/D5W 100 ML MB PLUS""""",600023,"CEFOXITIN 1 G/D5W 100 ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 2nd Generation,1465,1224,976,958,86,34,11,4754
anti-infective,sulphonamides,SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB 240-320 MG,900063,SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB 240-320 MG,NULL,NULL,NULL,NULL,709,801,818,766,827,579,122,4622
anti-infective,oxazolidinones,"LINEZOLID 600 MG/300ML IV SOLN""""",130884,"LINEZOLID 600 MG/300ML IV SOLN""""",Linezolid,Anti-Infective Agents,Misc. Antiinfectives,Oxazolidinones,0,0,870,1163,890,1068,487,4478
anti-infective,cephalosporins,CEFAZOLIN SODIUM-DEXTROSE 2-3 GM-% IV SOLR,112830,CEFAZOLIN SODIUM-DEXTROSE 2-3 GM-% IV SOLR,ceFAZolin Sodium-Dextrose,Anti-Infective Agents,Cephalosporins,Cephalosporins - 1st Generation,0,0,0,2239,2235,0,0,4474
anti-infective,aminoglycosides,"GENTAMICIN 2MG/ML NS (NICU) IV SYRINGE""""",600290,"GENTAMICIN 2MG/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Aminoglycosides,Aminoglycosides,14,13,232,1471,1178,927,364,4199
anti-infective,penicillins,NAFCILLIN IV 6 G CONTINUOUS INFUSION,900047,NAFCILLIN IV 6 G CONTINUOUS INFUSION,NULL,NULL,NULL,NULL,836,767,647,469,636,541,264,4160
anti-infective,tetracyclines,"DOXYCYCLINE 100MG/NS 100ML MB PLUS""""",600021,"DOXYCYCLINE 100MG/NS 100ML MB PLUS""""",NULL,Anti-Infective Agents,Tetracyclines,Tetracyclines,206,139,176,257,1015,1681,506,3980
anti-infective,aminoglycosides,TOBRAMYCIN IVPB,400047,TOBRAMYCIN IVPB,NULL,NULL,NULL,NULL,447,661,599,788,632,543,203,3873
anti-infective,glycopeptide,VANCOMYCIN IV >1 G - < 1.5 G IN NS,900560,VANCOMYCIN IV >1 G - < 1.5 G IN NS,NULL,NULL,NULL,NULL,364,369,594,454,327,1262,449,3819
anti-infective,antifungals,AMPHOTERICIN B LIPID (ABELCET) IVPB,900113,AMPHOTERICIN B LIPID (ABELCET) IVPB,NULL,NULL,NULL,NULL,373,452,545,607,628,608,397,3610
anti-infective,sulphonamides,SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB >320 MG,900064,SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB >320 MG,NULL,NULL,NULL,NULL,483,419,519,563,727,621,261,3593
anti-infective,fluoroquinolones,"LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN""""",107148,"LEVOFLOXACIN IN D5W 500 MG/100ML IV SOLN""""",levoFLOXacin in D5W,Anti-Infective Agents,Fluoroquinolones,Fluoroquinolones,673,534,457,719,651,386,136,3556
anti-infective,aminoglycosides,GENTAMICIN ODA IVPB,400041,GENTAMICIN ODA IVPB,NULL,NULL,NULL,NULL,239,358,279,407,568,1067,538,3456
anti-infective,glycopeptide,"VANCOMYCIN HCL 1500 MG/300ML IV SOLN""""",143158,"VANCOMYCIN HCL 1500 MG/300ML IV SOLN""""",Vancomycin HCl,Anti-Infective Agents,Misc. Antiinfectives,Glycopeptides,0,0,0,0,0,0,3353,3353
anti-infective,monobactams,"AZTREONAM 2 G/100ML D5W MB PLUS""""",600246,"AZTREONAM 2 G/100ML D5W MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,29,71,76,1066,844,868,290,3244
anti-infective,glycopeptide,VANCOMYCIN IV <= 1 G IN NS,900559,VANCOMYCIN IV <= 1 G IN NS,NULL,NULL,NULL,NULL,284,429,663,594,382,654,188,3194
anti-infective,glycopeptide,"VANCOMYCIN HCL 1000 MG/200ML IV SOLN""""",143157,"VANCOMYCIN HCL 1000 MG/200ML IV SOLN""""",Vancomycin HCl,Anti-Infective Agents,Misc. Antiinfectives,Glycopeptides,0,0,0,0,0,0,2966,2966
anti-infective,glycopeptide,"VANCOMYCIN 500MG/100 ML D5W MB PLUS""""",600022,"VANCOMYCIN 500MG/100 ML D5W MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,199,438,406,420,562,708,135,2868
anti-infective,penicillins,PENICILLIN G IVPB (>3 MILLION UNITS),400049,PENICILLIN G IVPB (>3 MILLION UNITS),NULL,NULL,NULL,NULL,301,319,135,468,659,944,29,2855
anti-infective,oxazolidinones,"LINEZOLID 2 MG/ML IV SOLN""""",28226,"LINEZOLID 2 MG/ML IV SOLN""""",Linezolid,Anti-Infective Agents,Misc. Antiinfectives,Oxazolidinones,943,1240,408,0,0,0,0,2591
anti-infective,antiviral,ACYCLOVIR IVPB PATIENT < 35 KG,400071,ACYCLOVIR IVPB PATIENT < 35 KG,NULL,NULL,NULL,NULL,346,629,450,355,266,386,80,2512
anti-infective,glycopeptide,"VANCOMYCIN 5MG/ML D5W (NICU)""""",600292,"VANCOMYCIN 5MG/ML D5W (NICU)""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,6,9,200,877,619,593,161,2465
anti-infective,cephalosporins,CEFAZOLIN IVPB <= 1 G,400010,CEFAZOLIN IVPB <= 1 G,NULL,NULL,NULL,NULL,148,199,640,932,266,225,26,2436
anti-infective,glycopeptide,"VANCOMYCIN HCL 2000 MG/400ML IV SOLN""""",144270,"VANCOMYCIN HCL 2000 MG/400ML IV SOLN""""",Vancomycin HCl,Anti-Infective Agents,Misc. Antiinfectives,Glycopeptides,0,0,0,0,0,0,2432,2432
anti-infective,carbapenems,"ERTAPENEM 1 G/NS 100ML MB PLUS""""",601011,"ERTAPENEM 1 G/NS 100ML MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Carbapenems,0,0,0,0,872,1181,292,2345
anti-infective,penicillins,"NAFCILLIN 2GM/D5W 100ML MB PLUS""""",600012,"NAFCILLIN 2GM/D5W 100ML MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillinase-Resistant Penicillins,375,615,209,107,460,358,152,2276
anti-infective,carbapenems,"ERTAPENEM 1 G/NS 50ML MB PLUS""""",600038,"ERTAPENEM 1 G/NS 50ML MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Carbapenems,382,325,417,686,0,0,206,2016
anti-infective,cephalosporins,"CEFEPIME HCL 1 GM/50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION""""",93837,"CEFEPIME HCL 1 GM/50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION""""",Cefepime HCl,Anti-Infective Agents,Cephalosporins,Cephalosporins - 4th Generation,0,0,0,116,1852,0,0,1968
anti-infective,glycopeptide,"VANCOMYCIN IV 1500 MG/NS 500 ML""""",900204,"VANCOMYCIN IV 1500 MG/NS 500 ML""""",NULL,NULL,NULL,NULL,0,199,956,727,44,18,0,1944
anti-infective,cephalosporins,"CEFTAZIDIME 2 G/D5W 100ML MB PLUS""""",600010,"CEFTAZIDIME 2 G/D5W 100ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,112,167,156,491,0,466,336,1728
anti-infective,macrolide antibiotics,AZITHROMYCIN IVPB,900010,AZITHROMYCIN IVPB,NULL,NULL,NULL,NULL,73,67,124,111,1143,69,81,1668
anti-infective,cephalosporins,"CEFUROXIME 1.5 G/D5W 100ML MB PLUS""""",600019,"CEFUROXIME 1.5 G/D5W 100ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 2nd Generation,156,221,302,398,70,346,142,1635
anti-infective,antifungals,"FLUCONAZOLE 2MG/ML NS IVPB""""",600439,"FLUCONAZOLE 2MG/ML NS IVPB""""",NULL,Anti-Infective Agents,Antifungals,Imidazole-Related Antifungals,4,549,448,323,90,34,10,1458
anti-infective,carbapenems,"MEROPENEM 500 MG/NS 100ML MB PLUS     """"",601007,"MEROPENEM 500 MG/NS 100ML MB PLUS     """"",NULL,Anti-Infective Agents,Misc. Antiinfectives,Carbapenems,0,0,0,0,598,706,94,1398
anti-infective,carbapenems,ERTAPENEM IVPB,900024,ERTAPENEM IVPB,NULL,NULL,NULL,NULL,76,77,61,412,228,371,144,1369
anti-infective,metronidazole,METRONIDAZOLE CUSTOM IVPB < OR > 500 MG IV MIXTURE,900271,METRONIDAZOLE CUSTOM IVPB < OR > 500 MG IV MIXTURE,NULL,NULL,NULL,NULL,0,0,0,826,497,33,0,1356
anti-infective,monobactams,"AZTREONAM 1 G/100ML D5W MB PLUS""""",600245,"AZTREONAM 1 G/100ML D5W MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,35,28,28,763,282,166,53,1355
anti-infective,penicillins,"PIPERACIL-TAZ 3.375 G/NS 50ML MB PLUS""""",600364,"PIPERACIL-TAZ 3.375 G/NS 50ML MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillin Combinations,133,45,593,522,42,0,0,1335
anti-infective,penicillins,"AMPICILLIN-SULB 1.5 G/D5W 100ML MB PLUS""""",601009,"AMPICILLIN-SULB 1.5 G/D5W 100ML MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillin Combinations,0,0,0,0,1049,268,0,1317
anti-infective,antiviral,GANCICLOVIR IVPB,400155,GANCICLOVIR IVPB,NULL,NULL,NULL,NULL,229,314,195,130,160,263,21,1312
anti-infective,aminoglycoside,AMIKACIN IVPB,400080,AMIKACIN IVPB,NULL,NULL,NULL,NULL,144,243,190,233,341,149,9,1309
anti-infective,cephalosporins,"CEFTAZIDIME 40MG/ML NS (NICU) IV SYRINGE""""",600305,"CEFTAZIDIME 40MG/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,0,0,63,265,530,237,168,1263
anti-infective,penicillins,"NAFCILLIN 1 G/D5W 100 ML MB PLUS""""",600011,"NAFCILLIN 1 G/D5W 100 ML MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillinase-Resistant Penicillins,400,231,234,98,162,136,0,1261
anti-infective,cephalosporins,CEFAZOLIN 2 OR 3 G IVPB FOR PPX - NO PRINT,900243,CEFAZOLIN 2 OR 3 G IVPB FOR PPX - NO PRINT,NULL,NULL,NULL,NULL,0,0,0,3,481,705,67,1256
anti-infective,penicillins,AMPICILLIN-SULBACTAM IN NS > 1.5 G IVPB,400006,AMPICILLIN-SULBACTAM IN NS > 1.5 G IVPB,NULL,NULL,NULL,NULL,8,8,133,62,960,3,0,1174
anti-infective,penicillins,"PIPERACIL-TAZ 2.25 G/NS 50 ML MB PLUS""""",600692,"PIPERACIL-TAZ 2.25 G/NS 50 ML MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillin Combinations,101,115,467,385,12,0,0,1080
anti-infective,antifungals,VORICONAZOLE IVPB PATIENT < 100 KG,400233,VORICONAZOLE IVPB PATIENT < 100 KG,NULL,NULL,NULL,NULL,142,121,183,174,170,111,169,1070
anti-infective,aminoglycosides,"GENTAMICIN IN SALINE 0.8-0.9 MG/ML-% IV SOLN""""",15906,"GENTAMICIN IN SALINE 0.8-0.9 MG/ML-% IV SOLN""""",Gentamicin in Saline,Anti-Infective Agents,Aminoglycosides,Aminoglycosides,295,147,160,187,85,161,14,1049
anti-infective,penicillins,AMPICILLIN IV 6 G CONTINUOUS INFUSION,900197,AMPICILLIN IV 6 G CONTINUOUS INFUSION,NULL,NULL,NULL,NULL,190,150,126,103,138,158,138,1003
anti-infective,sulphonamides,SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB 100-239 MG,900062,SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB 100-239 MG,NULL,NULL,NULL,NULL,126,140,163,157,100,279,31,996
anti-infective,nonribosomal peptides,POLYMYXIN B SULFATE IV INFUSION,900053,POLYMYXIN B SULFATE IV INFUSION,NULL,NULL,NULL,NULL,198,87,122,98,197,128,71,901
anti-infective,penicillins,"AMPICILLIN 1 G/50 ML NS MB PLUS""""",601074,"AMPICILLIN 1 G/50 ML NS MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Aminopenicillins,0,0,0,0,0,0,891,891
anti-infective,penicillins,"AMPICILLIN 2 G/100ML D5W MB PLUS""""",600886,"AMPICILLIN 2 G/100ML D5W MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Aminopenicillins,0,0,0,0,0,0,872,872
anti-infective,cephalosporins,CEFAZOLIN PEDIATRIC IVPB,400057,CEFAZOLIN PEDIATRIC IVPB,NULL,NULL,NULL,NULL,17,212,154,95,118,247,24,867
anti-infective,lincosamides,CLINDAMYCIN IVPB,900017,CLINDAMYCIN IVPB,NULL,NULL,NULL,NULL,135,166,251,181,78,50,3,864
anti-infective,cephalosporins,CEFTAZIDIME-AVIBACTAM IVPB,900245,CEFTAZIDIME-AVIBACTAM IVPB,NULL,NULL,NULL,NULL,0,0,0,228,303,297,35,863
anti-infective,glycopeptide,"VANCOMYCIN 1.5 G/D5W 250 ML (CT SURGERY)""""",900128,"VANCOMYCIN 1.5 G/D5W 250 ML (CT SURGERY)""""",NULL,NULL,NULL,NULL,74,112,138,47,213,200,9,793
anti-infective,antifungals,VORICONAZOLE IVPB PATIENT >= 100 KG,400234,VORICONAZOLE IVPB PATIENT >= 100 KG,NULL,NULL,NULL,NULL,18,96,151,22,74,277,138,776
anti-infective,cephalosporins,"CEFTAZIDIME (FORTAZ) 2 G/50 ML D5W IV DUPLEX""""",110129,"CEFTAZIDIME (FORTAZ) 2 G/50 ML D5W IV DUPLEX""""",cefTAZidime and Dextrose,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,0,0,0,147,557,0,0,704
anti-infective,glycopeptide,VANCOMYCIN PEDIATRIC IV,400028,VANCOMYCIN PEDIATRIC IV,NULL,NULL,NULL,NULL,107,83,85,137,222,47,10,691
anti-infective,cephalosporins,CEFEPIME PEDIATRIC IVPB,900569,CEFEPIME PEDIATRIC IVPB,NULL,NULL,NULL,NULL,0,34,131,135,234,128,18,680
anti-infective,antimycobacterial agents,RIFAMPIN IVPB,400216,RIFAMPIN IVPB,NULL,NULL,NULL,NULL,150,113,25,68,167,142,14,679
anti-infective,glycopeptide,"VANCOMYCIN 750MG/NS 250ML MB PLUS""""",601049,"VANCOMYCIN 750MG/NS 250ML MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,0,0,0,0,48,342,232,622
anti-infective,cephalosporins,CEFOTAXIME IVPB > 1 G,200003,CEFOTAXIME IVPB > 1 G,NULL,NULL,NULL,NULL,259,238,106,7,0,0,0,610
anti-infective,antiviral,REMDESIVIR IVPB- EMERGENCY USE,900373,REMDESIVIR IVPB- EMERGENCY USE,NULL,NULL,NULL,NULL,0,0,0,0,0,0,604,604
anti-infective,fluoroquinolones,PEDIATRIC CIPROFLOXACIN IVPB,400113,PEDIATRIC CIPROFLOXACIN IVPB,NULL,NULL,NULL,NULL,323,176,76,0,0,0,0,575
anti-infective,cephalosporins,CEFTAZIDIME PEDIATRIC IVPB,900570,CEFTAZIDIME PEDIATRIC IVPB,NULL,NULL,NULL,NULL,3,191,222,119,21,8,0,564
anti-infective,cephalosporins,CEFTOLOZANE-TAZOBACTAM IVPB,900577,CEFTOLOZANE-TAZOBACTAM IVPB,NULL,NULL,NULL,NULL,0,0,0,173,151,229,10,563
anti-infective,macrolide antibiotics,ERYTHROMYCIN CUSTOM IV < 500 MG,900082,ERYTHROMYCIN CUSTOM IV < 500 MG,NULL,NULL,NULL,NULL,42,172,244,81,0,0,0,539
anti-infective,penicillins,"PENICILLIN G POT 50000 UNIT/ML NS (NICU) IV SYRINGE""""",600282,"PENICILLIN G POT 50000 UNIT/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Penicillins,Natural Penicillins,0,0,0,93,169,140,120,522
anti-infective,penicillins,AMPICILLIN IV CUSTOM < 1 G,900006,AMPICILLIN IV CUSTOM < 1 G,NULL,NULL,NULL,NULL,25,68,264,85,61,0,0,503
anti-infective,antifungals,AMPHOTERICIN B IVPB,400084,AMPHOTERICIN B IVPB,NULL,NULL,NULL,NULL,123,84,38,170,36,22,11,484
anti-infective,penicillins,NAFCILLIN IVPB CUSTOM <1 G,900045,NAFCILLIN IVPB CUSTOM <1 G,NULL,NULL,NULL,NULL,8,0,392,45,0,0,0,445
anti-infective,carbapenems,"MEROPENEM 20MG/ML NS (NICU)""""",600309,"MEROPENEM 20MG/ML NS (NICU)""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Carbapenems,0,0,1,148,141,148,0,438
anti-infective,monobactams,AZTREONAM 2G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,9189,AZTREONAM 2G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,Aztreonam-Dextrose,Anti-Infective Agents,Misc. Antiinfectives,Monobactams,0,0,0,36,391,0,0,427
anti-infective,tetracyclines,TIGECYCLINE IVPB,400224,TIGECYCLINE IVPB,NULL,NULL,NULL,NULL,1,0,148,3,190,78,6,426
anti-infective,glycopeptide,"VANCOMYCIN 1000 MG/250 ML NS MBPLUS-OR""""",600363,"VANCOMYCIN 1000 MG/250 ML NS MBPLUS-OR""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,61,260,50,48,1,0,0,420
anti-infective,penicillins,"PIPERACILLIN-TAZOBACTAM ZOSYN 20MG/ML (NICU) IV SYRINGE""""",600308,"PIPERACILLIN-TAZOBACTAM ZOSYN 20MG/ML (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Penicillins,Penicillin Combinations,0,0,20,169,95,101,35,420
anti-infective,antiviral,ZIDOVUDINE INFUSION,400235,ZIDOVUDINE INFUSION,NULL,NULL,NULL,NULL,117,91,22,68,59,50,9,416
anti-infective,penicillins,PENICILLIN IVPB (<=3 MILLION UNITS),400050,PENICILLIN IVPB (<=3 MILLION UNITS),NULL,NULL,NULL,NULL,42,38,78,103,12,113,22,408
anti-infective,cephalosporins,CEFTAZIDIME AND DEXTROSE 2-5 GM-%(50ML) IV SOLR,141425,CEFTAZIDIME AND DEXTROSE 2-5 GM-%(50ML) IV SOLR,cefTAZidime and Dextrose,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,0,0,0,0,14,389,0,403
anti-infective,antiviral,"ACYCLOVIR 7MG/ML NS (NICU) IV SYRINGE""""",600344,"ACYCLOVIR 7MG/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Antiviral,Herpes Agents,0,1,2,96,203,79,21,402
anti-infective,cephalosporins,"CEFOTAXIME 1 G/D5W 100 ML MB PLUS""""",600032,"CEFOTAXIME 1 G/D5W 100 ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,189,112,95,3,0,0,0,399
anti-infective,penicillins,AMPICILLIN IV CUSTOM >= 1 G,900007,AMPICILLIN IV CUSTOM >= 1 G,NULL,NULL,NULL,NULL,0,16,0,17,344,4,0,381
anti-infective,monobactams,AZTREONAM IVPB,400093,AZTREONAM IVPB,NULL,NULL,NULL,NULL,0,2,187,183,1,0,0,373
anti-infective,macrolide antibiotics,"ERYTHROMYCIN 500 MG/100ML IVPB""""",600026,"ERYTHROMYCIN 500 MG/100ML IVPB""""",NULL,Anti-Infective Agents,Macrolide Antibiotics,Erythromycins,34,252,29,52,0,0,0,367
anti-infective,cephalosporins,"CEFTAROLINE FOSAMIL 600MG/NS 250 ML MB PLUS""""",600745,"CEFTAROLINE FOSAMIL 600MG/NS 250 ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 5th Generation,0,140,65,34,9,28,68,344
anti-infective,cephalosporins,"CEFTAZIDIME 1G/D5W 100 ML MB PLUS""""",600009,"CEFTAZIDIME 1G/D5W 100 ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,12,34,8,34,98,145,9,340
anti-infective,antifungals,"FLUCONAZOLE 2MG/ML NS (NICU)""""",600284,"FLUCONAZOLE 2MG/ML NS (NICU)""""",NULL,Anti-Infective Agents,Antifungals,Imidazole-Related Antifungals,2,2,15,92,88,108,24,331
anti-infective,metronidazole,"METRONIDAZOLE 5MG/ML NS (NICU)""""",600310,"METRONIDAZOLE 5MG/ML NS (NICU)""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,0,0,0,82,118,72,56,328
anti-infective,monobactams,AZTREONAM 1G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,9188,AZTREONAM 1G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,Aztreonam-Dextrose,Anti-Infective Agents,Misc. Antiinfectives,Monobactams,0,0,0,67,256,0,0,323
anti-infective,antiviral,"ZIDOVUDINE 4MG/ML D5W (NICU)""""",600302,"ZIDOVUDINE 4MG/ML D5W (NICU)""""",NULL,Anti-Infective Agents,Antiviral,Antiretrovirals,0,0,9,122,61,70,6,268
anti-infective,penicillins,AMPICILLIN-SULBACTAM IN NS 1.5 G IVPB,400005,AMPICILLIN-SULBACTAM IN NS 1.5 G IVPB,NULL,NULL,NULL,NULL,0,0,0,96,147,0,0,243
anti-infective,tetracyclines,"DOXYCYCLINE 100MG/D5W 100ML MB PLUS""""",601073,"DOXYCYCLINE 100MG/D5W 100ML MB PLUS""""",NULL,Anti-Infective Agents,Tetracyclines,Tetracyclines,0,0,0,0,0,0,239,239
anti-infective,fluoroquinolones,"MOXIFLOXACIN HCL IN NACL 400 MG/250ML IV SOLN""""",31906,"MOXIFLOXACIN HCL IN NACL 400 MG/250ML IV SOLN""""",Moxifloxacin HCl in NaCl,Anti-Infective Agents,Fluoroquinolones,Fluoroquinolones,95,51,8,61,0,10,2,227
anti-infective,fluoroquinolones,"CIPROFLOXACIN IN D5W 200 MG/100ML IV SOLN""""",107157,"CIPROFLOXACIN IN D5W 200 MG/100ML IV SOLN""""",Ciprofloxacin in D5W,Anti-Infective Agents,Fluoroquinolones,Fluoroquinolones,39,34,22,47,66,10,3,221
anti-infective,lincosamides,CLINDAMYCIN PEDIATRIC IVPB,400059,CLINDAMYCIN PEDIATRIC IVPB,NULL,NULL,NULL,NULL,3,33,68,37,20,47,6,214
anti-infective,penicillins,"NAFCILLIN 20MG/ML NS (NICU)""""",600274,"NAFCILLIN 20MG/ML NS (NICU)""""",NULL,Anti-Infective Agents,Penicillins,Penicillinase-Resistant Penicillins,0,0,0,108,75,29,0,212
anti-infective,cephalosporins,"CEFAZOLIN 1GM/NS 50ML MB PLUS-OR ONLY""""",600362,"CEFAZOLIN 1GM/NS 50ML MB PLUS-OR ONLY""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 1st Generation,84,83,24,0,5,6,0,202
anti-infective,antiviral,STUDY REMDESIVIR (GS-5734) IN NS 100 ML IVPB,900372,STUDY REMDESIVIR (GS-5734) IN NS 100 ML IVPB,NULL,NULL,NULL,NULL,0,0,0,0,0,0,202,202
anti-infective,lipopeptide,DAPTOMYCIN IVPB 501 - 700 MG,900308,DAPTOMYCIN IVPB 501 - 700 MG,NULL,NULL,NULL,NULL,0,0,0,0,198,0,0,198
anti-infective,antiviral,ZIDOVUDINE LOADING IVPB,900213,ZIDOVUDINE LOADING IVPB,NULL,NULL,NULL,NULL,5,58,15,30,26,37,13,184
anti-infective,fluoroquinolones,"LEVOFLOXACIN IN D5W 250 MG/50ML IV SOLN""""",107147,"LEVOFLOXACIN IN D5W 250 MG/50ML IV SOLN""""",levoFLOXacin in D5W,Anti-Infective Agents,Fluoroquinolones,Fluoroquinolones,53,10,31,30,26,20,10,180
anti-infective,penicillins,NAFCILLIN IVPB PREFERS IN NS,400196,NAFCILLIN IVPB PREFERS IN NS,NULL,NULL,NULL,NULL,0,99,0,59,17,0,0,175
anti-infective,antiviral,ACYCLOVIR IVPB PATIENT > 100 KG,400282,ACYCLOVIR IVPB PATIENT > 100 KG,NULL,NULL,NULL,NULL,7,19,30,36,6,46,1,145
anti-infective,carbapenems,"IMIPENEM-CILAST 500MG/NS 100ML MB PLUS""""",600013,"IMIPENEM-CILAST 500MG/NS 100ML MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Carbapenems,1,0,0,0,141,0,0,142
anti-infective,penicillins,"AMPICILLIN-SULBACTAM 30 MG/ML PED IVPB""""",600719,"AMPICILLIN-SULBACTAM 30 MG/ML PED IVPB""""",NULL,NULL,NULL,NULL,0,5,0,12,90,32,2,141
