physionet,import,super_table_col_name,component_id,component,loinc_code
No,No,(grouping)_fluid_body,123041690,"Appearance,Uncentrifuged-Synovial Fluid",0
No,No,other,123041219,"Hgb A2 Quantitation,Hplc",42245-1
No,No,(grouping)_comments,823040690,COMMENTS,NULL
No,No,(grouping)_immune_test,823041263,HIV Genotyping,34700-5
No,No,(grouping)_immune_test,813,QUEST HLA B-5701,NULL
No,No,(grouping)_urine,123041315,Hyphae Yeast-Urine,41865-7
No,No,other,123041263,Hgb A Quant,0
No,No,(grouping)_fluid_body,123042515,Triglyceride-Fluid,0
No,No,(grouping)_fluid_body,123041671,% Lymphs-Synovial Fluid,0
No,No,other,123041261,Heparin Induced Thrombocytopenia (Hit),NULL
No,No,other,123040080,"Absorbance-IGG,HIT",NULL
No,No,(grouping)_fluid_body,123041660,% Mesothelial Cells-Body Fluid,0
No,No,(grouping)_immune_test,123042378,SSA (Ro) Ab Units,17792-3
No,No,(grouping)_stool,123041709,Occult Blood-Stool,14563-1
No,No,(grouping)_nutrition,823041030,"Folate,Red Blood Cell",2283-0
No,No,(grouping)_immune_test,123040662,"Cmv IgG Antibody,Eia",22244-8
No,No,morph,123049249,Echinocytes,0
No,No,(grouping)_venous_blood_gas,123041970,"POCT PO2,Temp Corrected-Ven.",19258-3
No,No,(grouping)_venous_blood_gas,123041962,"POCT pH,Temp Corrected-Venous",39486-6
No,No,(grouping)_immune_test,123042380,SSB(La) Ab Units,17791-5
No,No,(grouping)_venous_blood_gas,123041954,"POCT PCO2,Temp Corrected-Ven.",40619-9
No,No,other,350,SILICA CLOTTING TIME RATIO,NULL
No,No,other,123042095,aPTT-Mix,NULL
No,No,other,123040883,DRVVT Ratio,50410-0
No,No,(grouping)_immune_test,351,ANTICARDIO IGM,8067-1
No,No,(grouping)_immune_test,353,ANTICARDIO IGG,8065-5
No,No,(grouping)_immune_test,823042717,"ANA SCREEN, IFA-QUEST",0
no,No,(grouping)_drug_level,823000024,Levetiracetam/Keppra,30471-7
No,No,(grouping)_immune_test,354,B2 Glycoprot IGG,16135-6
No,No,(grouping)_immune_test,355,B2 GLYCOPROTEIN IGM,16136-4
No,No,(grouping)_immune_test,123042327,Smith(Sm) Ab Units,43182-5
No,Yes,c_diff,123042799,C. Diff PCR,0
No,No,morph,123042346,"Solubility,Hgb (Sickledex)",6864-3
No,No,(grouping)_immune_test,123041490,Lupus Anticoagulant Evaluation,3281-3
no,No,(grouping)_drug_level,123041857,Phenobarbital,3948-7
no,No,(grouping)_drug_level,481,TOBRAMYCIN RANDOM,NULL
No,No,diff,123049216,% VARIANT LYMPHOCYTES - MAN,0
No,No,(grouping)_fluid_body,123041674,% Monocytes-Synovial Fluid,0
No,No,other,823040413,Carbohydrate Ag 19-9,24108-3
no,No,(grouping)_drug_level,123040411,Carbamazepine,3432-2
No,No,(grouping)_immune_test,123042270,Scl-70 Antibody Units,26975-3
No,No,(grouping)_immune_test,123042223,RNP Antibody Units,29374-6
No,No,(grouping)_immune_test,123041407,Jo-1 Ab Units,11565-9
No,No,(grouping)_stool,123041806,"FECAL OCCULT BLOOD, FIT",0
No,No,(grouping)_immune_test,823042560,B2 Glycoprotein 1 (IgM) Antibodies,0
No,No,(grouping)_urine,123040739,Creatinine-24Hr Urine,2162-6
No,No,(grouping)_comments,1230000000,Diagnosis,0
No,No,(grouping)_oncology,123040124,Alpha Fetoprotein-Serum,53962-7
No,No,other,123041265,Hgb S Quant,0
No,No,(grouping)_immune_test,123041170,HBV DNA IU/ML,NULL
No,No,(grouping)_immune_test,123041171,HBV DNA  LOG10 IU/ML,NULL
No,No,(grouping)_immune_test,123040211,Anticentromere Ab Units,8068-9
No,No,(grouping)_immune_test,823042555,Cardiolipin AB IGG,0
No,No,(grouping)_immune_test,823042556,Cardiolipin AB IGM,0
No,No,(grouping)_immune_test,823042559,Cardiolipin AB IGA,0
No,No,(grouping)_immune_test,823042561,B2 Glycoprotein 1 (IgG) Antibodies,0
No,No,(grouping)_immune_test,823042600,B2 Glycoprotein 1 (IgA) Antibodies,0
No,No,(grouping)_immune_test,823042566,Lupus Anticoagulant,0
No,No,(grouping)_immune_test,123041136,"H.Pylori IgG Antibody,EIA",17859-0
No,No,other,823042567,DRVVT Mix Interpretation,0
No,No,(grouping)_immune_test,123040224,Antihistone Ab Units,30359-4
No,No,other,123041249,Hgb F Quant,0
No,No,(grouping)_fluid_body,123041689,Specimen Type-Synovial Fluid,0
No,No,(grouping)_immune_test,823042645,"Vzv DNA-Pcr,Quali",21598-8
No,No,(grouping)_immune_test,820,VARICELLA SOURCE,NULL
no,No,(grouping)_drug_level,480,GENTAMICIN TROUGH,NULL
No,No,(grouping)_urine,123042053,"Protein,24Hr Urine",2889-4
No,No,other,823042184,Renin Activity-Plasma,2915-7
No,No,(grouping)_fluid_body,123041520,% Macrophages-Fluid,0
No,No,(grouping)_blood_differential,123041610,% Macrophages-CSF,0
No,No,(grouping)_urine,123042648,WBC Casts-Urine,5820-6
No,No,other,823040200,Angio-1 Convert Enzyme-Serum,2742-5
No,No,(grouping)_comments,123000125,AKI RISK SCORE,0
No,No,(grouping)_nutrition,823042685,Zinc-Plasma,5763-8
No,No,(grouping)_immune_test,123041269,HIV-1 Western Blot Interp,13499-9
No,No,(grouping)_immune_test,123041270,HIV-1(Wb)-Gp120/160,14126-7
No,No,(grouping)_immune_test,123041272,HIV-1(Wb)-P18,12859-5
No,No,(grouping)_immune_test,123041273,HIV-1(Wb)-P24,9664-4
No,No,(grouping)_immune_test,123041274,HIV-1(Wb)-P31,9666-9
No,No,(grouping)_immune_test,123041275,HIV-1(Wb)-P41,31072-2
No,No,(grouping)_immune_test,123041276,HIV-1(Wb)-P51,9667-7
No,No,(grouping)_immune_test,123041277,HIV-1(Wb)-P55,9668-5
No,No,(grouping)_immune_test,123041278,HIV-1(Wb)-P65,12856-1
No,No,other,123041570,Methotrexate-Serum,14836-1
No,No,(grouping)_hormone,123042440,Testosterone (ng/dL),2986-8
No,No,other,823000088,"KAPPA, FREE-SERUM",48378-4
No,No,(grouping)_immune_test,8230420137,QUANTIFERON,NULL
No,No,(grouping)_immune_test,8230420138,NIL,NULL
No,No,(grouping)_immune_test,8230420139,MITOGEN - NIL,NULL
No,No,(grouping)_immune_test,8230420140,TB AG - NIL,NULL
No,No,(grouping)_nutrition,823042623,Vitamin C-Serum,1903-4
No,No,other,823000408,"LAMBDA, FREE - SERUM -QUEST",33944-0
No,No,other,823000409,KAPPA/ LAMBDA RATIO -QUEST,48378-4
No,No,other,123040680,Collagen/EPI,24471-5
No,No,other,123040679,Collagen/ADP,24472-3
No,No,other,123041245,"Hgb S%,HPLC",44923-1
No,No,(grouping)_immune_test,823042338,Smooth Muscle Antibody,14252-1
No,No,(grouping)_immune_test,823040807,Neutrophil Cytoplasmic Ab,17357-5
No,No,other,823041290,Homocysteine-Blood,13965-9
No,No,(grouping)_immune_test,472,ANCA COMMENT,NULL
No,No,(grouping)_comments,3040681,COLLECTION DATE 1,41394-8
No,No,(grouping)_urine,123041635,"Myoglobin,Qualitative-Urine",2640-1
No,No,(grouping)_nutrition,823042626,"Vitamin D,1,25-Dihydroxy",1649-3
No,No,(grouping)_nutrition,823042624,"Vitamin D,1,25-Dihydroxy,D2",62291-0
No,No,(grouping)_nutrition,823042625,"Vitamin D,1,25-Dihydroxy,D3",NULL
No,No,(grouping)_comments,123041912,COLLECTION DATE,0
No,No,(grouping)_fluid_body,123040738,"Creatinine,Fluid",0
No,No,other,123040529,"Cholesterol, Ldl Measured",2089-1
No,No,(grouping)_immune_test,823042805,"HIV-1 DNA, QUAL. PCR",0
no,No,(grouping)_drug_level,487,AMIKACIN RANDOM,NULL
No,No,(grouping)_fluid_body,123041673,% Macrophages-Synovial Fluid,0
No,No,(grouping)_immune_test,823041153,HBV E Antibody,13953-5
No,No,(grouping)_urine,123040735,Creatinine Clearance,2164-2
No,No,(grouping)_comments,123040432,CBC Panel Comment,NULL
No,No,other,823040119,Aldosterone-Serum,1763-2
No,No,other,123041356,Infect Mono Screen,22296-8
No,No,other,123042040,Prolactin-Serum,2842-3
No,No,(grouping)_immune_test,823042664,ANCA Screen,0
No,No,(grouping)_immune_test,123041285,"Cmv DNA-Pcr,Quant-Blood",NULL
No,No,(grouping)_comments,375,Pathologist Review,NULL
No,No,(grouping)_immune_test,123041527,"Malaria,Wright Stain",681-7
No,No,(grouping)_immune_test,823042490,Toxoplasma Ab IgM-CSF,0
No,No,(grouping)_immune_test,123041525,"Malaria,Thick Smear Giemsa",637-9
No,No,(grouping)_immune_test,123042055,"Protein,Monoclonal 1-Serum",33358-3
No,No,(grouping)_immune_test,123041526,"Malaria,Thin Smear-Giemsa",33271-8
No,No,other,823042228,PTH - RP,0
No,No,(grouping)_blood_differential,123049277,Hypersegmented Neuts,0
No,No,(grouping)_urine,160,DATE BEGAN-URINE,19088-4
No,No,(grouping)_urine,161,TIME BEGIN-URINE,19089-2
No,Yes,mtp,123000899,Massive Transfusion Protocol,0
no,No,(grouping)_drug_level,823041862,"Phenytoin,Free-Serum",3969-3
No,No,(grouping)_urine,162,DATE ENDED-URINE,19086-8
No,No,(grouping)_immune_test,823042562,PTT-LA Screen,0
No,No,other,823042563,DRVVT Screen,0
No,No,(grouping)_immune_test,823000105,Cyclic Citrullinated Peptide (Ccp) Ab (IgG),33935-8
No,No,(grouping)_immune_test,123041344,Immunoglobulin IgG-Serum,2465-3
No,No,(grouping)_immune_test,823041592,Mitochondrial Antibody,17284-1
No,No,(grouping)_urine,163,TIME ENDED-URINE,19087-6
No,No,(grouping)_immune_test,823042786,HERPES SIMPLEX VIRUS CULTURE,0
No,No,(grouping)_immune_test,823000441,HSV-1 IGG-QUEST,NULL
No,No,(grouping)_immune_test,823041307,HSV-2 IGG-QUEST,5209-2
No,No,other,123042051,Protein C Activity,27818-4
No,No,(grouping)_immune_test,123041169,HCV Genotyping,NULL
No,No,other,123042052,Protein S Activity,27822-6
No,No,(grouping)_fluid_body,123041865,Ph-Misc.Fluid,0
No,No,other,123040232,Antithrombin Activity,27811-9
No,No,(grouping)_toxicology,823040086,"ACETONE,VOL SCRN-QUEST",9425-0
No,No,(grouping)_toxicology,823040705,Copper-Serum,5631-7
No,No,(grouping)_toxicology,823040967,"ETHANOL,VOL SCRN-QUEST",5640-8
No,No,(grouping)_toxicology,823040968,"ETHANOL,VOL SCRN (%)-QUEST",5640-8
No,No,(grouping)_toxicology,823041401,"ISOPROPANOL,VOL SCRN-QUEST",5669-7
No,No,(grouping)_toxicology,823041560,"METHANOL,VOL SCRN-QUEST",9334-4
No,No,(grouping)_comments,823042363,"SPECIMEN TYPE, VOLATILE SCREEN-QUEST",31208-2
No,No,(grouping)_comments,470,NBS REPORT,0
no,No,(grouping)_drug_level,479,GENTAMICIN PEAK,NULL
No,No,(grouping)_oncology,123040404,Cancer Antigen 125-Serum,10334-1
no,No,(grouping)_drug_level,478,GENTAMICIN RANDOM,NULL
No,No,(grouping)_immune_test,823042489,Toxoplasma Antibody-CSF,0
No,No,diff,123049247,Acanthocytes,0
No,No,(grouping)_immune_test,823041154,Hepatitis BE Antigen,13954-3
No,No,diff,123041313,% Hyperseg Neutrophils,30450-1
No,No,(grouping)_immune_test,123041216,"Hgb A,HPLC",42244-4
No,No,(grouping)_fluid_body,123040343,"Bilirubin,Total-Fluid",0
No,No,other,123040507,Ceruloplasmin-Serum,2064-4
No,No,(grouping)_immune_test,823000073,"Treponemal Ab,Fluorescent",5393-4
No,No,diff,123042153,"RBC,Polychromasia/Shift Cells",10378-8
No,No,(grouping)_immune_test,823042694,Cytomegalovirus Antibody(IgM),5126-8
No,No,(grouping)_fluid_csf,123041586,% Lymphs-Variant CSF,0
No,No,(grouping)_urine,1230120258,"Urea Nitrogen, 24Hr- Urine",0
No,No,other,360,Factor VIII Activity,3209-4
No,No,other,823040730,"C-Peptide,Random",1986-9
No,No,other,823040090,Acth-Plasma,2141-0
No,No,other,8230420259,VIRAL RESPIRATORY CULTURE SCREEN-QUEST,0
No,No,not_reviewed_(<500),123049248,Basophilic Stippling,0
No,No,not_reviewed_(<500),123049258,Oval Macrocytes,0
No,No,not_reviewed_(<500),823042769,VALUE OF LAST VIRAL LOAD,0
No,No,not_reviewed_(<500),823042311,DATE VIRAL LOAD COLLECTED,0
No,No,not_reviewed_(<500),823042312,RALTEGRAVIR RESISTANCE,0
No,No,not_reviewed_(<500),123041659,"Path Review Cmt,Body Fluid",0
No,No,not_reviewed_(<500),123041592,% Eosinophils-CSF,0
No,No,not_reviewed_(<500),123040746,Cryoglobulin-Serum,5117-7
No,No,not_reviewed_(<500),823042313,ELVITEGRAVIR RESISTANCE,0
No,No,not_reviewed_(<500),823042314,DOLUTEGRAVIR RESISTANCE,0
No,No,not_reviewed_(<500),123042954,Total Nucleated Count,0
No,No,not_reviewed_(<500),123040247,"Appearance, Uncentrifuged",0
No,No,not_reviewed_(<500),123041371,Insulin-Serum,20448-7
No,No,not_reviewed_(<500),123042946,Specimen Volume,0
No,No,not_reviewed_(<500),670,NUMBER OF MARKERS,NULL
No,No,not_reviewed_(<500),123042135,RBC With Hgb F,4633-4
No,No,not_reviewed_(<500),823042580,HEXAGONAL PHASE CONFIRMATION-QUEST,0
No,No,not_reviewed_(<500),823040655,"Clozapine,Total",12375-2
No,No,not_reviewed_(<500),823041670,Norclozapine,10992-6
No,No,not_reviewed_(<500),669,GATING STRATEGY,NULL
No,No,not_reviewed_(<500),664,CLL CLINICAL INFORMATION,NULL
No,No,not_reviewed_(<500),123042952,% Neutrophils,0
No,No,not_reviewed_(<500),823043061,"QUANTIFERON(R)-TB GOLD PLUS, 4T, INCUBATED - QUEST",0
No,No,not_reviewed_(<500),665,CLL SPECIMEN TYPE,NULL
No,No,not_reviewed_(<500),666,VIABILITY,NULL
No,No,not_reviewed_(<500),667,CLL INTERPRETATION,NULL
No,No,not_reviewed_(<500),668,SAMPLE DESCRIPTION,NULL
No,No,not_reviewed_(<500),123040951,Total Diff Cells,0
No,No,not_reviewed_(<500),823043062,NIL - QUEST,0
No,No,not_reviewed_(<500),823043063,MITOGEN-NIL - QUEST,0
No,No,not_reviewed_(<500),823043064,TB1-NIL - QUEST,0
No,No,not_reviewed_(<500),823043065,TB2-NIL - QUEST,0
No,No,not_reviewed_(<500),958,Markers,NULL
No,No,not_reviewed_(<500),246,CMV DNA LOG10 IU/ML,0
No,No,not_reviewed_(<500),123041306,CMV DNA IU/ ML,0
No,No,not_reviewed_(<500),123042147,Macrocytes,738-5
No,No,not_reviewed_(<500),123042960,% Lymphs,0
No,No,not_reviewed_(<500),123041524,"Malaria,Specimen Type",66746-9
No,No,not_reviewed_(<500),123042959,% Alveolar Macrophages,0
No,No,not_reviewed_(<500),823000011,"Metanephrine, Free",29141-9
No,No,not_reviewed_(<500),123041558,"Comments, Body Fluid",0
No,No,not_reviewed_(<500),823000410,Normetanephrine.Free,2669-0
No,No,not_reviewed_(<500),823000411,"METANEPHRINES, TOTAL-QUEST",29142-7
No,No,not_reviewed_(<500),123049333,% Plasma Cells-Man,0
No,No,not_reviewed_(<500),823042601,aPTT - LA Time,0
No,No,not_reviewed_(<500),823042602,DRVVT Screen,0
No,No,not_reviewed_(<500),823042718,ANA PATTERN-QUEST,0
No,No,not_reviewed_(<500),823042719,ANA TITER-QUEST,0
No,No,not_reviewed_(<500),123040752,"Crystals,Fluid",0
No,No,not_reviewed_(<500),904,Specimen Source,NULL
No,No,not_reviewed_(<500),123041650,% Eosinophils-Body Fluid,0
No,No,not_reviewed_(<500),823000012,"Parvovirus B19 PCR,Qualitative",9571-1
No,No,not_reviewed_(<500),123049244,# Plasma Cells- Man,0
No,No,not_reviewed_(<500),1230141155,Blood Smear- Pathologist Review,0
No,No,not_reviewed_(<500),123049242,# Blasts- Man,0
No,No,not_reviewed_(<500),123040125,Alpha-1 Antitrypsin,1825-9
No,No,not_reviewed_(<500),123049331,% Blasts-Man,0
No,No,not_reviewed_(<500),123041926,"Po2-Cord Blood,Venous",28649-2
No,No,not_reviewed_(<500),123040313,"Base Excess-Cord Blood,Venous",28639-3
No,No,not_reviewed_(<500),123041252,"Hgb,Total-Cord Blood,Venous",30353-7
No,No,not_reviewed_(<500),123041815,"Pco2-Cord Blood,Venous",28645-0
No,No,not_reviewed_(<500),123041853,"Ph-Cord Blood,Venous",28647-6
No,No,not_reviewed_(<500),123041550,% Mesothelial Cells-Fluid,0
No,No,not_reviewed_(<500),123041704,"O2% Sat-Cord Blood,Venous",28643-5
No,No,not_reviewed_(<500),823000076,Thyroid Peroxidase Antibody,8099-4
No,No,not_reviewed_(<500),337,HGB PHEN- HPLC,0
No,No,not_reviewed_(<500),123041341,Immunoglobulin Iga-Serum,2458-8
No,No,not_reviewed_(<500),823041433,Lamotrigine/Lamictal,6948-4
No,No,not_reviewed_(<500),823040987,Factor V (Leiden) Mutation Analysis,21667-1
No,No,not_reviewed_(<500),465,FACTOR V MUTATION INTERPRETATION,NULL
No,No,not_reviewed_(<500),123042159,Spherocytes,802-9
No,No,not_reviewed_(<500),823042577,THROMBIN CLOTTING TIME-QUEST,0
No,No,not_reviewed_(<500),823040972,Ethylene Glycol,NULL
No,No,not_reviewed_(<500),823040951,Erythropoietin-Serum,15061-5
No,No,not_reviewed_(<500),823042308,"Signature Of Director,Referral",NULL
No,No,not_reviewed_(<500),123040393,"Calcium,Total-Urine",17862-4
No,No,not_reviewed_(<500),823041346,Immunoglobulin IgE - Serum,19113-0
No,No,not_reviewed_(<500),123042156,"Rbc,Schistocytes",800-3
No,No,not_reviewed_(<500),823041628,Mycoplasma IgM,5256-3
No,No,not_reviewed_(<500),123041644,"% Lymphs,Variant-Body Fluid",0
No,No,not_reviewed_(<500),823000398,MYCOPLASMA IGG-QUEST,5255-5
No,No,not_reviewed_(<500),823043017,HIV-1 GENOTYPE,0
No,No,not_reviewed_(<500),123042007,Potassium-Plasma,2823-3
No,No,not_reviewed_(<500),123042753,Path Review Cmt,0
No,No,not_reviewed_(<500),823000439,"EBV NUCLEAR ANTIBODY, EIA-QUEST",NULL
No,No,not_reviewed_(<500),823040943,EPSTEIN-BARR VIRUS CAPSID IGG-QUEST,5157-3
No,No,not_reviewed_(<500),823040944,EPSTEIN-BARR VIRUS CAPSID IGM-QUEST,5159-9
No,No,not_reviewed_(<500),823042615,VIRAL ANTIBODY INTERP-QUEST,NULL
No,No,not_reviewed_(<500),123041032,Follicle Stimulating Hormone,15067-2
No,No,not_reviewed_(<500),123041702,Specimen Type,0
No,No,not_reviewed_(<500),823042578,DRVVT CONFIRMATION-QUEST,0
No,No,not_reviewed_(<500),347,Order Solubility,0
No,No,not_reviewed_(<500),123041066,Gc Scrn-Amplified Probe,43305-2
No,No,not_reviewed_(<500),123041654,"% Cells,Other-Body Fluid",0
No,No,not_reviewed_(<500),123040249,"APTT,Hepzymed",NULL
No,No,not_reviewed_(<500),123049267,Rouleaux,0
No,No,not_reviewed_(<500),123041505,"% Lymphs,Reactive",0
No,No,not_reviewed_(<500),823040117,ALDOLASE-SERUM-QUEST,1761-6
No,No,not_reviewed_(<500),123042148,"RBC,Microcytes",741-9
No,No,not_reviewed_(<500),823042541,T-Transglutaminase Iga,31017-7
No,No,not_reviewed_(<500),823042542,T-Transglutaminase IGG,32998-7
No,No,not_reviewed_(<500),622,CHROMOSOME ANALYSIS: HEM. MALIGNANCY,0
No,No,not_reviewed_(<500),823041479,L-K Microsomal Ab,11566-7
No,No,not_reviewed_(<500),123049262,HGB SC Crystals,0
No,No,not_reviewed_(<500),823042399,SOURCE-QUEST,0
No,No,not_reviewed_(<500),823042400,"P.JIROVECII DNA,QL PCR-QUEST",0
No,No,not_reviewed_(<500),823047144,"ALDOSTERONE, SERUM",0
No,No,not_reviewed_(<500),123049251,Howell- Jolly Bodies,0
No,No,not_reviewed_(<500),123040077,ABO Group,883-9
No,No,not_reviewed_(<500),123042199,Rh(D) Type,10331-7
No,No,not_reviewed_(<500),823040079,Antibody Screen,890-4
No,No,not_reviewed_(<500),123041345,Immunoglobulin IgM-Serum,2472-9
No,No,not_reviewed_(<500),123042780,Platelet Count-Citrated Blood,777-3
No,No,not_reviewed_(<500),823041512,Lysozyme-Serum,2589-0
No,No,not_reviewed_(<500),823040306,Bartonella Quintana IgM,32578-7
No,No,not_reviewed_(<500),823040674,Coccidioides Antibody,5095-5
No,No,not_reviewed_(<500),8230420220,INDEX VALUE-QUEST,0
No,No,not_reviewed_(<500),8230420221,"ASPERGILLUS ANTIGEN,EIA,SERUM-QUEST",0
No,No,not_reviewed_(<500),123049220,% UNIDENTIFIED CELLS - MAN,0
No,No,not_reviewed_(<500),123041264,Hgb C Quant,0
No,No,not_reviewed_(<500),123041268,"HIV-1 DNA-Pcr, Qualitative",30245-5
No,No,not_reviewed_(<500),123042354,Specimen Adequacy,19764-0
No,No,not_reviewed_(<500),8230420196,INFLUENZA - B ANTIBODY,NULL
No,No,not_reviewed_(<500),123042056,"Protein,Monoclonal 1-Urine",42483-8
No,No,not_reviewed_(<500),123042160,"Rbc,Spiculated Cells",NULL
No,No,not_reviewed_(<500),823000385,BARTONELLA HENSELAE IGG,32575-3
No,No,not_reviewed_(<500),823040302,Bartonella Henselae IgM,32576-1
No,No,not_reviewed_(<500),823040304,Bartonella Quintana IgG,32577-9
No,No,not_reviewed_(<500),823040329,BETA-2 MICROGLOBULIN-QUEST,1952-1
No,No,not_reviewed_(<500),823041053,GAD-65 AUTOANTIBODY-QUEST,13926-1
No,No,not_reviewed_(<500),8230420197,INFLUENZA - A ANTIBODY,NULL
No,No,not_reviewed_(<500),469,TOXOPLASMA ANTIBODY (IGM)-QUEST,NULL
No,No,not_reviewed_(<500),887,"TACROLIMUS, HIGHLY SENSITIVE-QUEST",NULL
No,No,not_reviewed_(<500),123041487,Luteinizing Hormone-Serum,10501-5
No,No,not_reviewed_(<500),823041490,LYME DISEASE SCREEN-QUEST,20449-5
No,No,not_reviewed_(<500),823000119,Tpmt Genotype,36922-3
No,No,not_reviewed_(<500),823041124,Glomerular Basement Membrane (Gbm) Ab,29997-4
No,No,not_reviewed_(<500),823042491,TOXOPLASMA ANTIBODY (IGG)-QUEST,5388-4
No,No,not_reviewed_(<500),123042183,Renal Epithelial Cells-Urine,12248-1
No,No,not_reviewed_(<500),823042605,Varicella Zoster IgM,5404-9
No,No,not_reviewed_(<500),823042636,Vonwillebrand Factor Ag,27816-8
No,No,not_reviewed_(<500),823000144,Ristocetin Cofactor Activity,6014-5
No,No,not_reviewed_(<500),823041798,Parvovirus IgM,5274-6
No,No,not_reviewed_(<500),332,SITE OF PUNCTURE-BM,NULL
No,No,not_reviewed_(<500),123040082,Accession Number-Bm,NULL
No,No,not_reviewed_(<500),123040935,% Eosinophils-Fluid,0
No,No,not_reviewed_(<500),123040250,APTT+Normal Plasma,NULL
No,No,not_reviewed_(<500),823000401,PARVOVIRUS IGG-QUEST,5273-8
No,No,not_reviewed_(<500),123040251,Aptt-Control,NULL
No,No,not_reviewed_(<500),123040253,"APTT-Control,60 Min",NULL
No,No,not_reviewed_(<500),123040257,"APTT-Patient,60 Min",NULL
No,No,not_reviewed_(<500),123042086,PT+Normal Plasma,NULL
No,No,not_reviewed_(<500),123042087,PT-Control,NULL
No,No,not_reviewed_(<500),123042089,"PT-Control,60 Min",NULL
No,No,not_reviewed_(<500),123042162,"RBC,Target Cells",10381-2
No,No,not_reviewed_(<500),823042457,"THYROGLOBULIN ANTIBODY, QUANT-QUEST",8098-6
No,No,not_reviewed_(<500),123042018,"Preparation Type,Bm",NULL
No,No,not_reviewed_(<500),123042091,"PT-Mix,60 Min",NULL
No,No,not_reviewed_(<500),123042093,"PT-Patient,60 Min",NULL
No,No,not_reviewed_(<500),123042141,"RBC,Elliptocytes",11274-8
No,No,not_reviewed_(<500),823042621,Vitamin A-Serum,2923-1
No,No,not_reviewed_(<500),123040255,"APTT-MIX, 60 MIN",NULL
No,No,not_reviewed_(<500),123041595,Mixing Study Evaluation,50008-2
No,No,not_reviewed_(<500),288,Other Findings,NULL
No,No,not_reviewed_(<500),123040364,BM Diagnosis,NULL
No,No,not_reviewed_(<500),123042120,RBC Casts-Urine,5807-3
No,No,not_reviewed_(<500),800,IGG SUBCLASS 1 -QUEST,NULL
No,No,not_reviewed_(<500),123040231,Anti-Streptolysin O,5370-2
No,No,not_reviewed_(<500),123041564,"Comments, CSF",0
No,No,not_reviewed_(<500),123042683,SARS CoV-2 Antibody IgG,0
No,No,not_reviewed_(<500),823042531,"OLIGOCLONAL BANDS, CSF-QUEST",0
No,No,not_reviewed_(<500),287,Interpretation,NULL
No,No,not_reviewed_(<500),801,IGG SUBCLASS 2 -QUEST,NULL
No,No,not_reviewed_(<500),802,IGG SUBCLASS 3 -QUEST,NULL
No,No,not_reviewed_(<500),803,IGG SUBCLASS 4 -QUEST,NULL
No,No,not_reviewed_(<500),886,IMMUNOGLOBULIN G - SERUM,NULL
No,No,not_reviewed_(<500),123040500,"% Cells,Other",0
No,No,not_reviewed_(<500),123040433,CBC Specimen Number,NULL
No,No,not_reviewed_(<500),123040943,% Epithelial Cells,0
No,No,not_reviewed_(<500),823042666,C-ANCA TITER,0
No,No,not_reviewed_(<500),123042163,"RBC,Tear Drop Cells",7791-7
No,No,not_reviewed_(<500),893,ADAMTS-13 ACTIVITY-QUEST,NULL
No,No,not_reviewed_(<500),123042757,"Appearance,Centrifuged-CSF",0
No,No,not_reviewed_(<500),823042486,"Total Volume, Urine",NULL
No,No,not_reviewed_(<500),123041222,"Hgb C%,HPLC",44920-7
No,No,not_reviewed_(<500),123049268,RBC Agglutinate,0
No,No,not_reviewed_(<500),123040559,Citrate Agar Electrophoresis,13515-2
No,No,not_reviewed_(<500),823042397,"FECAL FAT,QUALITATIVE-QUEST",0
No,No,not_reviewed_(<500),123041652,% Basophils-Body Fluid,0
No,No,not_reviewed_(<500),823042229,TSI ( THYROID STIMULATING IMMUNOGLOBULIN)-QUEST,0
No,No,not_reviewed_(<500),123041294,"ORDER HGB PHENOTYPE, HPLC",0
No,No,not_reviewed_(<500),123042339,"Sodium,24Hr Urine",2956-1
No,No,not_reviewed_(<500),123041676,% Synovial Cells-Synovial Fluid,0
No,No,not_reviewed_(<500),823040980,Factor II (Prothrombin) Mutation Analysis,NULL
No,No,not_reviewed_(<500),464,FACTOR II MUTATION INTERPRETATION,NULL
No,No,not_reviewed_(<500),123042800,QUANTIFERON,0
No,No,not_reviewed_(<500),123042820,NIL,0
No,No,not_reviewed_(<500),123042821,MITOGEN - NIL,0
No,No,not_reviewed_(<500),123042822,TB1 - NIL,0
No,No,not_reviewed_(<500),123042823,TB2 - NIL,0
No,No,not_reviewed_(<500),123041427,Lactic Acid-Fluid,0
No,No,not_reviewed_(<500),123042581,"Uric Acid,Urine",3086-6
No,No,not_reviewed_(<500),123040748,Cryptococcal Ag Titer-Blood,40768-4
No,No,not_reviewed_(<500),123041228,"Hgb Elect,Alkaline",NULL
No,No,not_reviewed_(<500),823041288,HLA-B27 ANTIGEN-QUEST,26028-1
No,No,not_reviewed_(<500),823042398,Strep Anti D-Nase B,5133-4
No,No,not_reviewed_(<500),748,Reviewer,NULL
No,No,not_reviewed_(<500),823040696,"Complement Total,Ch50",4532-8
No,No,not_reviewed_(<500),123041706,Occult Blood 2,14564-9
No,No,not_reviewed_(<500),823042347,Igf-1 (Somatomedin-C),2484-4
No,No,not_reviewed_(<500),123041677,% Eosinophils-Synovial Fluid,0
No,No,not_reviewed_(<500),823040383,Calcitonin-Serum,1992-7
No,No,not_reviewed_(<500),823041376,Interpretation,NULL
No,No,not_reviewed_(<500),823040988,Factor Vii Activity,3198-9
No,No,not_reviewed_(<500),823041390,Intrinsic Factor Antibody,31444-3
